"Function"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"glycogen debranching enzyme activity [GO:0004133]"	-0.274171104532381	6.87830243284482	1.07224741475142	0.300438359307274	0.99954851282426
"transferase activity, transferring pentosyl groups [GO:0016763]"	0.274806891397315	6.09002833328269	1.06913170712026	0.301141654965675	0.99954851282426
"inositol-3-phosphate synthase activity [GO:0004512]"	-0.436795763638368	5.32492123229624	1.06874040115875	0.301230132733267	0.99954851282426
"inward rectifier potassium channel activity [GO:0005242]"	-0.976446151580859	4.94074531578243	1.0588295266013	0.303482294644231	0.99954851282426
"mannan endo-1,4-beta-mannosidase activity [GO:0016985]"	-0.265415375551676	6.22858431068571	1.04555960340769	0.306531971126432	0.99954851282426
"phosphatidylserine decarboxylase activity [GO:0004609]"	0.246507444303351	6.58770408504613	1.04328932487543	0.307057694070901	0.99954851282426
"preQ1 synthase activity [GO:0033739]"	-0.28545482042109	5.76960900170403	1.03826045874634	0.308226388549073	0.99954851282426
"galactitol transmembrane transporter activity [GO:0015577]"	0.361915714618356	6.17039211422785	1.03782118872827	0.308328747709504	0.99954851282426
"hydroxymethyl-, formyl- and related transferase activity [GO:0016742]"	0.193027665885755	7.27775452326817	1.01642716748308	0.313367996750373	0.99954851282426
"structural constituent of ribosome [GO:0003735]"	0.164413834165008	13.3004672681841	1.00247000522452	0.316713576121618	0.99954851282426
"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity [GO:0051992]"	0.131194982220201	8.08636763779399	1.00062076090015	0.317160348504683	0.99954851282426
"dTDP-4-dehydrorhamnose 3,5-epimerase activity [GO:0008830]"	-0.131038933441461	7.68477461414365	0.99445613573144	0.31865568947354	0.99954851282426
"symporter activity [GO:0015293]"	-0.13031637459857	10.8778280478346	0.987710182890016	0.320302670495702	0.99954851282426
"GDP-L-fucose synthase activity [GO:0050577]"	0.189739130148304	6.76238908627878	0.977617950362351	0.322787604251356	0.99954851282426
"nucleosome-dependent ATPase activity [GO:0070615]"	-0.146964770445215	10.8962140996516	0.976042650392662	0.323177768825476	0.99954851282426
"malate dehydrogenase (decarboxylating) (NAD+) activity [GO:0004471]"	0.116820127930327	8.3241104543936	0.97390706391976	0.323707697654964	0.99954851282426
"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor [GO:0046857]"	-0.274783790334637	5.60406490693825	0.970354015669562	0.3245919042889	0.99954851282426
"acylphosphatase activity [GO:0003998]"	-0.337347969069273	6.03788814961376	0.966004403429814	0.325678694764985	0.99954851282426
"transposase activity [GO:0004803]"	-0.139170910958292	11.6619587519494	0.965690268482919	0.325757370533673	0.99954851282426
"transcription factor binding [GO:0008134]"	0.132863655744548	9.90346716517341	0.955942417280011	0.328211304488553	0.99954851282426
"nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]"	0.130826033445351	8.73861669935615	0.951061133574521	0.329449341911688	0.99954851282426
"formyl-CoA transferase activity [GO:0033608]"	-0.240327995590142	6.07307724251073	0.948991209469549	0.329976209236986	0.99954851282426
"phosphorelay response regulator activity [GO:0000156]"	-0.158690878417628	8.48782945582857	0.935416172185392	0.333459479603318	0.99954851282426
"lysine-tRNA ligase activity [GO:0004824]"	0.134052135910981	8.47920684496021	0.933655713822238	0.333914788367121	0.99954851282426
"collagen binding [GO:0005518]"	-0.315037459193645	6.20031538313628	0.933622524971589	0.33392337999779	0.99954851282426
"nitrate reductase activity [GO:0008940]"	-0.329561300826985	5.51352483237511	0.928113750557742	0.335353545938524	0.99954851282426
"channel activity [GO:0015267]"	-0.298671123250662	6.64323753544073	0.927764861941001	0.335444398593592	0.99954851282426
"glycerol-3-phosphate dehydrogenase [NAD+] activity [GO:0004367]"	0.125703771427265	8.03890335423337	0.923478726187868	0.33656322713594	0.99954851282426
"lipid binding [GO:0008289]"	0.129039302391403	10.2892965884868	0.923290995147238	0.336612345546479	0.99954851282426
"RNA polymerase binding [GO:0070063]"	0.134530293997157	8.27002975480656	0.914776578343512	0.338850220360628	0.99954851282426
"energy transducer activity [GO:0031992]"	-0.357699575384018	5.23677158167493	0.913665636337551	0.339143684662022	0.99954851282426
"siderophore transmembrane transporter activity [GO:0015343]"	-0.357699575384018	5.23677158167493	0.913665636337551	0.339143684662022	0.99954851282426
"threonine synthase activity [GO:0004795]"	0.115551428871096	7.83384871234335	0.911194898312171	0.339797575716261	0.99954851282426
"glycerol kinase activity [GO:0004370]"	-0.157373197366504	8.35203860240149	0.909291004935371	0.340302605967172	0.99954851282426
"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides [GO:0016818]"	0.120115224654081	9.19096155267247	0.90688238341763	0.340942969557529	0.99954851282426
"ion channel binding [GO:0044325]"	-1.20012846494343	5.2067704393799	0.901151273697158	0.342473199846245	0.99954851282426
"alpha-amylase activity [GO:0004556]"	0.221613564528887	7.21916530965662	0.898578097521645	0.343163261757979	0.99954851282426
"translation elongation factor activity [GO:0003746]"	0.118645714190966	11.283340162732	0.896277697051338	0.343781762044638	0.99954851282426
"nicotinate dehydrogenase activity [GO:0050138]"	-0.430243764120398	5.02553620145722	0.895852465733552	0.343896257296515	0.99954851282426
"enoyl-[acyl-carrier-protein] reductase activity [GO:0016631]"	-0.297739716824726	5.53573116783787	0.892560052832475	0.344784499549737	0.99954851282426
"triglyceride lipase activity [GO:0004806]"	0.681767536566156	5.4501807364182	0.889980804621295	0.345482509722223	0.99954851282426
"GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]"	0.127920520167115	9.00782544089317	0.888356652361261	0.345923028336407	0.99954851282426
"1,4-dihydroxy-2-naphthoate octaprenyltransferase activity [GO:0046428]"	-0.361275624477348	5.22910124691492	0.876687407201349	0.349110579859867	0.99954851282426
"(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity [GO:0070626]"	0.123615762137142	8.27395757968349	0.875179093546076	0.349525495502085	0.99954851282426
"alpha-glucuronidase activity [GO:0046559]"	0.245356619361973	5.77128082559666	0.873755985318834	0.349917587520141	0.99954851282426
"5'-deoxynucleotidase activity [GO:0002953]"	-0.328958028773509	6.2540425680476	0.865046071151287	0.352330426423623	0.99954851282426
"class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]"	0.11522935553646	8.02608361710846	0.864963465873202	0.352353418342259	0.99954851282426
"pyrophosphatase activity [GO:0016462]"	0.120143826076831	9.05183451200413	0.861025745854391	0.353451803046497	0.99954851282426
"biotin synthase activity [GO:0004076]"	0.238063934310792	6.70540829276944	0.857516051201415	0.35443474179353	0.99954851282426
"glutamine-tRNA ligase activity [GO:0004819]"	0.126151608641563	8.20933195116897	0.854747238671877	0.355212826672446	0.99954851282426
"phosphoglycerate mutase activity [GO:0004619]"	0.192440476847602	6.64204999564474	0.850521222485531	0.356404928277884	0.99954851282426
"ribonuclease activity [GO:0004540]"	-0.211995698992433	6.99429021850988	0.850010754344364	0.356549295433578	0.99954851282426
"magnesium ion transmembrane transporter activity [GO:0015095]"	0.120040046624672	8.02894152403844	0.847179513144089	0.35735146623101	0.99954851282426
"mannose-6-phosphate isomerase activity [GO:0004476]"	-0.144518822866206	7.75818260276922	0.842991383023844	0.358542632940642	0.99954851282426
"DNA ligase (NAD+) activity [GO:0003911]"	0.122413938917897	9.33860831692461	0.837822483146756	0.360020285218184	0.99954851282426
"glucose-6-phosphate dehydrogenase activity [GO:0004345]"	-0.356654726609197	5.29628192190738	0.835557502622526	0.36067042614367	0.99954851282426
"cytidine deaminase activity [GO:0004126]"	0.173193131360049	7.11926771829044	0.831681738234453	0.361786687251744	0.99954851282426
"aspartyl esterase activity [GO:0045330]"	-0.327008673703352	6.5069130057515	0.825707291523869	0.363516754778624	0.99954851282426
"acetate CoA-transferase activity [GO:0008775]"	-0.174141482683034	7.98946742088746	0.82398618090325	0.364017272123677	0.99954851282426
"hyaluronan synthase activity [GO:0050501]"	0.268306556774732	6.38601612970187	0.821203651381844	0.364828481375202	0.99954851282426
"glutamyl-tRNA reductase activity [GO:0008883]"	0.188242207214162	6.28321780693211	0.820758497995655	0.364958492167832	0.99954851282426
"pyrophosphate hydrolysis-driven proton transmembrane transporter activity [GO:0009678]"	0.178120875871288	7.13601851219845	0.819260129707572	0.365396575335076	0.99954851282426
"histidinol dehydrogenase activity [GO:0004399]"	-0.135894702850517	8.01220195770397	0.80444869040512	0.369766603756177	0.99954851282426
"potassium:chloride symporter activity [GO:0015379]"	-0.118127949005125	8.64055946073888	0.792507445642698	0.3733430043395	0.99954851282426
"rRNA methyltransferase activity [GO:0008649]"	0.137537005879368	8.11395039570826	0.790555255162507	0.373932281339524	0.99954851282426
"tRNA dihydrouridine synthase activity [GO:0017150]"	0.111744736422482	8.72149087502168	0.789148933699531	0.374357593358066	0.99954851282426
"NAD+ diphosphatase activity [GO:0000210]"	0.220014685160348	6.11816963605938	0.785661846981839	0.375415119652682	0.99954851282426
"alpha-1,4-glucan synthase activity [GO:0033201]"	0.131070518795844	8.51746847516671	0.779449887298133	0.377309436609401	0.99954851282426
"starch synthase activity [GO:0009011]"	0.131070518795844	8.51746847516671	0.779449887298133	0.377309436609401	0.99954851282426
"heat shock protein binding [GO:0031072]"	0.100624071340113	8.32947644933591	0.776354744450136	0.378258312165858	0.99954851282426
"polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]"	-0.760133002350532	4.98694576674634	0.772098419993679	0.379568671150458	0.99954851282426
"CMP kinase activity [GO:0036430]"	0.116423729377871	7.88384482820084	0.770099089928547	0.380186399809757	0.99954851282426
"dCMP kinase activity [GO:0036431]"	0.116423729377871	7.88384482820084	0.770099089928547	0.380186399809757	0.99954851282426
"shikimate 3-dehydrogenase (NADP+) activity [GO:0004764]"	0.115547328810542	8.22786175228978	0.769493206204518	0.380373878706801	0.99954851282426
"L-threonylcarbamoyladenylate synthase [GO:0061710]"	0.119255649542913	7.61747224006897	0.763421484374786	0.382259894360006	0.99954851282426
"acetyl-CoA hydrolase activity [GO:0003986]"	-0.172146424164864	7.86973711537034	0.752658589740409	0.385635808732498	0.99954851282426
"ferrous iron transmembrane transporter activity [GO:0015093]"	0.123947612060219	9.70956735102482	0.752498703140965	0.385686277861555	0.99954851282426
"5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity [GO:0003871]"	-0.334804455435774	5.49344224614709	0.751708753961434	0.385935767850093	0.99954851282426
"holo-citrate lyase synthase activity [GO:0050519]"	0.29825076640333	5.89273952994557	0.741937897894614	0.389040806650996	0.99954851282426
"inorganic diphosphatase activity [GO:0004427]"	-0.131582501234626	8.96704297482626	0.736256081275194	0.390862834594041	0.99954851282426
"protein disulfide oxidoreductase activity [GO:0015035]"	0.12724264722788	8.71544543888229	0.733821538182897	0.391647276878815	0.99954851282426
"GTPase activity [GO:0003924]"	0.112623296229384	12.5740490140301	0.732541145859429	0.392060742294411	0.99954851282426
"P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]"	0.589065681525516	11.1146893393923	0.732402678050693	0.392105493953807	0.99954851282426
"methionyl-tRNA formyltransferase activity [GO:0004479]"	0.110604289170978	8.11122233533941	0.731129366126811	0.392517361761002	0.99954851282426
"efflux transmembrane transporter activity [GO:0015562]"	-0.251704455163354	9.11223894456608	0.728894398189738	0.393241791956316	0.99954851282426
"isocitrate dehydrogenase (NADP+) activity [GO:0004450]"	0.152975069651741	7.61402890918496	0.72766603446862	0.393640765240315	0.99954851282426
"alkylbase DNA N-glycosylase activity [GO:0003905]"	0.236050875553926	6.35984331870794	0.725610857513494	0.394309590624492	0.99954851282426
"DNA-directed DNA polymerase activity [GO:0003887]"	0.130981844266044	12.2851367596228	0.724891201646198	0.394544177937824	0.99954851282426
"UDP-4-amino-4-deoxy-L-arabinose aminotransferase [GO:0099620]"	-0.284725840938726	5.73004280195267	0.722261627803628	0.395403054814541	0.99954851282426
"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity [GO:0004018]"	0.110847076098547	8.29740689818818	0.72094095173337	0.39583543329439	0.99954851282426
"phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]"	0.127433712763127	7.971904797374	0.715358787748333	0.397670543726134	0.99954851282426
"ribonucleoside binding [GO:0032549]"	0.107407148744015	9.4986112211955	0.713899088450262	0.398152439987281	0.99954851282426
"6-phospho-beta-glucosidase activity [GO:0008706]"	0.247967876385406	6.56979953992902	0.712271334093704	0.398690813701414	0.99954851282426
"methyl beta-D-glucoside 6-phosphate glucohydrolase activity [GO:0103047]"	0.247967876385406	6.56979953992902	0.712271334093704	0.398690813701414	0.99954851282426
"branched-chain amino acid transmembrane transporter activity [GO:0015658]"	-0.184014700188413	8.82545100867325	0.707073682832899	0.400416993299582	0.99954851282426
"glycine-tRNA ligase activity [GO:0004820]"	0.110542196335608	8.55975534742536	0.699813764452473	0.402846279161528	0.99954851282426
"sigma factor antagonist activity [GO:0016989]"	0.181482607469571	7.10620225557641	0.699403843335834	0.402984084045572	0.99954851282426
"ribosomal-protein-alanine N-acetyltransferase activity [GO:0008999]"	0.175429171211975	6.96350975768671	0.696460372595325	0.403975622498016	0.99954851282426
"succinyl-diaminopimelate desuccinylase activity [GO:0009014]"	-0.273086381531349	5.71467536175654	0.693388694161047	0.405014146355885	0.99954851282426
"pectinesterase activity [GO:0030599]"	-0.310123704023642	6.52886758071887	0.69289603418602	0.405181075506598	0.99954851282426
"ligand-gated ion channel activity [GO:0015276]"	-0.159926087460887	7.30116557627126	0.692075726579588	0.405459245304943	0.99954851282426
"ketol-acid reductoisomerase activity [GO:0004455]"	-0.128717082756813	7.73105369573774	0.687954051818339	0.406861156513812	0.99954851282426
"xanthine phosphoribosyltransferase activity [GO:0000310]"	-0.176603161587828	6.89626760229598	0.682199579447972	0.408830334373472	0.99954851282426
"structural molecule activity [GO:0005198]"	0.296766339729901	11.8376528086905	0.681945894849008	0.408917466560032	0.99954851282426
"solute:proton antiporter activity [GO:0015299]"	0.130946268124318	8.68227411758416	0.681709152542357	0.408998804227386	0.99954851282426
"N-methyltransferase activity [GO:0008170]"	-0.113536475613416	11.2461163695275	0.675238522205344	0.411231159759877	0.99954851282426
"metalloendopeptidase activity [GO:0004222]"	0.102935057358682	11.6055065905666	0.67268461611168	0.412117190603722	0.99954851282426
"DNA-3-methyladenine glycosylase activity [GO:0008725]"	-0.132381050106218	7.24417127696996	0.670766451242743	0.4127845148437	0.99954851282426
"raffinose alpha-galactosidase activity [GO:0052692]"	-0.140123398596019	10.2725248968949	0.670636491891156	0.412829785000506	0.99954851282426
"tagaturonate reductase activity [GO:0009026]"	-0.223347669918136	6.1936838161262	0.667981698182401	0.413756165063163	0.99954851282426
"glycerol-3-phosphate dehydrogenase [NADP+] activity [GO:0106257]"	0.130078958315554	7.83659913053864	0.666880319533893	0.414141388574442	0.99954851282426
"inorganic phosphate transmembrane transporter activity [GO:0005315]"	0.137689214584049	9.03727851294583	0.664854616595364	0.414851294566082	0.99954851282426
"6-carboxy-5,6,7,8-tetrahydropterin synthase activity [GO:0070497]"	-0.229145164008418	5.89074301302487	0.660049519040126	0.416542461739762	0.99954851282426
"ATPase-coupled phosphate ion transmembrane transporter activity [GO:0015415]"	0.162816460245319	7.0986778771722	0.657092356998541	0.417588331193614	0.99954851282426
"tRNA (uracil) methyltransferase activity [GO:0016300]"	0.227970821391065	6.48543629306852	0.650965469610391	0.419767710365344	0.99954851282426
"N6-threonylcarbomyladenosine methylthiotransferase activity [GO:0035598]"	0.18311487348718	7.02664545082897	0.649224016162711	0.420390250681327	0.99954851282426
"ATPase activity, acting on RNA [GO:0008186]"	0.120469741801625	7.55453257281339	0.644661646429778	0.422027771387276	0.99954851282426
"histidinol-phosphate transaminase activity [GO:0004400]"	-0.129691082016914	7.87859300462979	0.636467301197532	0.424992941155655	0.99954851282426
"metallopeptidase activity [GO:0008237]"	0.0992829161167221	10.806036417977	0.631014789598233	0.42698332661403	0.99954851282426
"cob(I)yrinic acid a,c-diamide adenosyltransferase activity [GO:0008817]"	-0.164061275447924	7.49055509073753	0.628441283322912	0.427927638440809	0.99954851282426
"gluconate 5-dehydrogenase activity [GO:0008874]"	-0.193979932900143	5.97726604134216	0.627063525322729	0.428434482328739	0.99954851282426
"nuclease activity [GO:0004518]"	-0.100133343016176	10.1653704746301	0.626351565271341	0.428696750412186	0.99954851282426
"alpha,alpha-trehalase activity [GO:0004555]"	0.354691493989722	5.93273222513059	0.623405792236712	0.429784480847235	0.99954851282426
"exonuclease activity [GO:0004527]"	0.537223974756042	12.7416675127323	0.620541062504618	0.430846294821505	0.99954851282426
"methylenetetrahydrofolate-tRNA-(uracil-5-)-methyltransferase (FADH2-oxidizing) activity [GO:0047151]"	-0.189053182867496	7.3044712351535	0.617379530151445	0.432022739000546	0.99954851282426
"argininosuccinate lyase activity [GO:0004056]"	-0.0926288305354389	8.48833101232185	0.615738140676657	0.432635442760052	0.99954851282426
"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]"	-0.154087340134177	8.14818935852857	0.615328431458305	0.432788586300911	0.99954851282426
"deoxyribose-phosphate aldolase activity [GO:0004139]"	0.120122091111817	7.85355479447628	0.611032949034028	0.43439915147477	0.99954851282426
"polysaccharide binding [GO:0030247]"	0.245368074119964	6.07158898387591	0.6096316725986	0.434926525621542	0.99954851282426
"cysteine synthase activity [GO:0004124]"	-0.128584365897147	8.22274134603422	0.602351085282217	0.437682383976058	0.99954851282426
"thiolester hydrolase activity [GO:0016790]"	0.0955181130245776	7.95838670887096	0.600215079572343	0.438495975247986	0.99954851282426
"GTP cyclohydrolase II activity [GO:0003935]"	-0.169353421959451	6.77989159855242	0.593078610569901	0.441231102290505	0.99954851282426
"RNA methyltransferase activity [GO:0008173]"	0.111406826743722	10.1492276282132	0.592038798727588	0.441631809087596	0.99954851282426
"protein serine phosphatase activity [GO:0106306]"	0.299831746729354	7.61923171003654	0.589532847904994	0.442599820404122	0.99954851282426
"protein threonine phosphatase activity [GO:0106307]"	0.299831746729354	7.61923171003654	0.589532847904994	0.442599820404122	0.99954851282426
"serine O-acetyltransferase activity [GO:0009001]"	-0.133848155252782	7.76834004263617	0.583855194369311	0.444805162908645	0.99954851282426
"carbohydrate transmembrane transporter activity [GO:0015144]"	-0.281878751633775	5.35668158738598	0.581864178715154	0.445582548695937	0.99954851282426
"phosphoribosylaminoimidazolecarboxamide formyltransferase activity [GO:0004643]"	0.0947701935721274	8.34733837223547	0.57798116104801	0.44710473108637	0.99954851282426
"3,4-dihydroxy-2-butanone-4-phosphate synthase activity [GO:0008686]"	-0.157360997284037	6.90412690210284	0.576698229515683	0.447609427494976	0.99954851282426
"5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]"	0.248664163380862	5.87394585804054	0.57447531579222	0.448486005346575	0.99954851282426
"23S rRNA (guanine(2445)-N(2))-methyltransferase activity [GO:0052915]"	0.222848918082802	5.50475869190128	0.573858727134749	0.448729622415601	0.99954851282426
"molybdopterin molybdotransferase activity [GO:0061599]"	-0.152086735792956	7.51390894953559	0.572698792317035	0.449188476822351	0.99954851282426
"lactate racemase activity [GO:0050043]"	-0.154515186645048	7.89098839309786	0.567067905965072	0.451426410536134	0.99954851282426
"deoxycytidine deaminase activity [GO:0047844]"	0.163265761860535	6.99751893191061	0.565790788779995	0.451936409711471	0.99954851282426
"orotate reductase (NADH) activity [GO:0004589]"	-0.171820013769439	6.292332802126	0.560151984355167	0.45419901224844	0.99954851282426
"2 iron, 2 sulfur cluster binding [GO:0051537]"	-0.115986156159874	10.3897187586891	0.558817385697492	0.454737128621603	0.99954851282426
"prenyltransferase activity [GO:0004659]"	0.103286661079652	7.9002114820089	0.55672077709652	0.455584516947238	0.99954851282426
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]"	0.213907978306323	10.1951407742079	0.554423358158333	0.456515923869909	0.99954851282426
"xenobiotic transmembrane transporter activity [GO:0042910]"	-0.12027496570687	12.3084757052419	0.553590651595624	0.456854256105002	0.99954851282426
"glutamate formimidoyltransferase activity [GO:0030409]"	0.215548355310149	5.95629251136535	0.552605058702564	0.457255217935532	0.99954851282426
"dihydrolipoyl dehydrogenase activity [GO:0004148]"	0.119890950705468	7.47458497767298	0.549561340563384	0.458496985536251	0.99954851282426
"histidine ammonia-lyase activity [GO:0004397]"	-0.214651041387114	5.51151334677379	0.544788006013257	0.460455167238921	0.99954851282426
"sialate O-acetylesterase activity [GO:0001681]"	-0.196450917285935	7.16298717699093	0.543952982560702	0.460799083686391	0.99954851282426
"imidazolonepropionase activity [GO:0050480]"	0.207800809728345	5.80771029886003	0.543191032509007	0.46111325961262	0.99954851282426
"small molecule binding [GO:0036094]"	0.159353965724057	6.84149106525509	0.542235968135551	0.461507543219156	0.99954851282426
"adenosylcobinamide-GDP ribazoletransferase activity [GO:0051073]"	-0.20712254312673	6.76554191082027	0.540882270275544	0.462067314904165	0.99954851282426
"cobalamin 5'-phosphate synthase activity [GO:0008818]"	-0.20712254312673	6.76554191082027	0.540882270275544	0.462067314904165	0.99954851282426
"zinc ion binding [GO:0008270]"	0.192296618748538	14.2454884650625	0.532066571320101	0.465739323541709	0.99954851282426
"L-rhamnose isomerase activity [GO:0008740]"	0.176969488281357	6.45930793232489	0.529178819249776	0.4669523056268	0.99954851282426
"L-threonine 3-dehydrogenase activity [GO:0008743]"	0.242257669262637	6.09854993639464	0.528723560005484	0.467143996203065	0.99954851282426
"GTP binding [GO:0005525]"	0.0917510512413674	13.3371626274602	0.524985204917199	0.468722847866059	0.99954851282426
"crossover junction endodeoxyribonuclease activity [GO:0008821]"	0.107195089808034	7.61696927375854	0.521504862774007	0.470200455403745	0.99954851282426
"proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]"	-0.104847372161981	10.9596036075726	0.515362570625961	0.472826609456949	0.99954851282426
"rRNA (guanine-N7-)-methyltransferase activity [GO:0070043]"	0.0944277105659802	7.82986775023119	0.506809490234915	0.476523274666764	0.99954851282426
"succinate-CoA ligase (ADP-forming) activity [GO:0004775]"	-0.253633907713921	5.71261988889273	0.503766085315745	0.477849994599908	0.99954851282426
"dUTP diphosphatase activity [GO:0004170]"	0.255854105679442	8.72321908995456	0.502882036330327	0.478236510334579	0.99954851282426
"phosphotransferase activity, phosphate group as acceptor [GO:0016776]"	-0.207316614153702	5.50638010295655	0.495951856397876	0.481284262354541	0.99954851282426
"uridylyltransferase activity [GO:0070569]"	-0.218610576339625	6.08521727085409	0.495527176520188	0.481472062760121	0.99954851282426
"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity [GO:0008413]"	0.203993712051618	6.94175169493588	0.494679952215852	0.481847079046056	0.99954851282426
"copper ion binding [GO:0005507]"	0.112474796810262	9.19287513902555	0.493706462134037	0.48227857884138	0.99954851282426
"penicillin binding [GO:0008658]"	-0.104135434972431	11.1414020447511	0.4936316179115	0.482311779869449	0.99954851282426
"chorismate synthase activity [GO:0004107]"	-0.089290691031968	8.13844414087109	0.489878162307499	0.483981658478788	0.99954851282426
"protein methyltransferase activity [GO:0008276]"	-0.122508392103646	8.7283281261776	0.489812962341147	0.484010749518048	0.99954851282426
"phosphotransferase activity, alcohol group as acceptor [GO:0016773]"	-0.10674160937255	10.2073741572404	0.488264643136237	0.484702430239602	0.99954851282426
"valine-tRNA ligase activity [GO:0004832]"	0.100601740606422	9.00475269769741	0.487770302330793	0.48492361093172	0.99954851282426
"thiamine binding [GO:0030975]"	-0.155799149608785	7.47278478068805	0.4872250563158	0.485167761386438	0.99954851282426
"acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity [GO:0008780]"	-0.237152779769845	5.62779678653227	0.485198581443909	0.486076961138735	0.99954851282426
"peroxiredoxin activity [GO:0051920]"	0.0919841876268316	8.04460388768308	0.484899410185793	0.486211426395279	0.99954851282426
"protein-glutamine gamma-glutamyltransferase activity [GO:0003810]"	0.416086379179295	5.49168007748145	0.480505775237816	0.488193310513543	0.99954851282426
"tRNA (adenine-N1-)-methyltransferase activity [GO:0016429]"	-0.134503356030429	7.30678238739298	0.471955078996973	0.492089113144342	0.99954851282426
"cation transmembrane transporter activity [GO:0008324]"	0.0910004893649848	10.0379219745802	0.471016998484997	0.492519673404837	0.99954851282426
"protein-glutamine glutaminase activity [GO:0050568]"	0.0964949154544992	8.24433048971189	0.469569433103401	0.49318531614763	0.99954851282426
"protein transmembrane transporter activity [GO:0008320]"	0.809212504492578	10.0298472179845	0.467910598237289	0.493949964646202	0.99954851282426
"methione N-acyltransferase activity [GO:0103045]"	-0.0928803967036179	8.04600952304925	0.465894673571486	0.494881898165725	0.99954851282426
"endonuclease activity [GO:0004519]"	0.316945094023898	13.6628429580479	0.462871247642539	0.496285140172982	0.99954851282426
"3-deoxy-7-phosphoheptulonate synthase activity [GO:0003849]"	0.107215840944902	7.94275031694574	0.462533534229699	0.496442296896589	0.99954851282426
"transmembrane transporter activity [GO:0022857]"	-0.0889033981104323	13.1469674675897	0.460745608708439	0.497275718005904	0.99954851282426
"glucose-1-phosphate adenylyltransferase activity [GO:0008878]"	0.112483479937798	8.99208273071552	0.459693213552701	0.497767385121733	0.99954851282426
"iron ion binding [GO:0005506]"	0.0839212164975626	11.783569244799	0.45608847018489	0.499457728210541	0.99954851282426
"sulfate adenylyltransferase (ATP) activity [GO:0004781]"	0.16655035859496	6.56121984295973	0.453366890282279	0.500740393272323	0.99954851282426
"acetolactate synthase activity [GO:0003984]"	-0.100512506832975	9.56318564769039	0.453311147355808	0.500766723036173	0.99954851282426
"alpha-L-arabinofuranosidase activity [GO:0046556]"	0.12932330605215	8.47629145600941	0.45231730001125	0.501236554878835	0.99954851282426
"NAD+ kinase activity [GO:0003951]"	0.0868087665835331	9.3955118137033	0.448906721758392	0.502854592485523	0.99954851282426
"5'-3' DNA helicase activity [GO:0043139]"	0.0922418757894816	9.29002938578101	0.448602827130793	0.50299919728067	0.99954851282426
"DNA-directed 5'-3' RNA polymerase activity [GO:0003899]"	0.0912162331360208	11.3446744268859	0.447468088194109	0.503539777668684	0.99954851282426
"heme transmembrane transporter activity [GO:0015232]"	0.228194643380345	5.53547422963643	0.444933791079458	0.504750687063988	0.99954851282426
"type I site-specific deoxyribonuclease activity [GO:0009035]"	-0.0886289041953095	9.94714328149005	0.444212157857535	0.505096401336324	0.99954851282426
"GDP-mannose 4,6-dehydratase activity [GO:0008446]"	0.110575691707184	7.36015109289012	0.443678005274816	0.505352560178259	0.99954851282426
"carbon-nitrogen ligase activity on lipid II [GO:0140282]"	-0.112339756987372	7.75003213145981	0.443622403359733	0.50537923748949	0.99954851282426
"beta-ketoacyl-acyl-carrier-protein synthase II activity [GO:0033817]"	0.091405402751988	8.05520357642783	0.441504325516736	0.506397273785789	0.99954851282426
"DNA helicase activity [GO:0003678]"	0.0825669460829058	12.2254651934463	0.440267782349496	0.506993236544675	0.99954851282426
"acetylene hydratase activity [GO:0018818]"	-0.522078109933762	7.04311482767793	0.436104913431532	0.509008464063757	0.99954851282426
"lysophospholipase activity [GO:0004622]"	0.618564905300398	4.89240121108714	0.435496709684411	0.509304048955345	0.99954851282426
"monosaccharide binding [GO:0048029]"	0.120702499666217	6.64284411093742	0.433603195244491	0.510226191074801	0.99954851282426
"translation release factor activity [GO:0003747]"	0.149371980272995	6.47667340056751	0.432913825708517	0.510562631178734	0.99954851282426
"excinuclease ABC activity [GO:0009381]"	0.0984231156607109	9.98134535530279	0.421329763586611	0.516274262827034	0.99954851282426
